Matrix,Mode,Threads,Speedup_Avg,Speedup_Median
cant,ompHLL,39,1.365023,1.351451
cavity10,ompCSR,39,1.409377,1.398864
cavity10,ompHLL,39,.210236,.228525
cop20k_A,ompCSR,39,4.145819,4.216412
cop20k_A,ompHLL,39,1.744324,1.739877
Cube_Coup_dt0,ompCSR,39,2.218980,2.213347
Cube_Coup_dt0,ompHLL,39,1.861479,1.877745
dc1,ompCSR,39,1.990366,1.958474
dc1,ompHLL,39,.004921,.004943
FEM_3D_thermal1,ompCSR,39,3.170768,3.205652
FEM_3D_thermal1,ompHLL,39,.860347,.958336
lung2,ompCSR,39,3.161764,3.117895
lung2,ompHLL,39,1.208036,1.112186
mac_econ_fwd500,ompCSR,39,3.766400,4.066010
mac_econ_fwd500,ompHLL,39,.342117,.369654
mcfe,ompCSR,39,.647455,.625685
mcfe,ompHLL,39,.170567,.164963
mhd4800a,ompCSR,39,1.397008,1.396201
mhd4800a,ompHLL,39,.306755,.348570
mhda416,ompCSR,39,.305820,.308471
mhda416,ompHLL,39,.184526,.188689
mhda416,ompCSR,39,.290809,.286501
mhda416,ompHLL,39,.183639,.185524
ML_Laplace,ompCSR,39,2.148003,2.141168
ML_Laplace,ompHLL,39,2.116479,2.109503
nlpkkt80,ompCSR,39,1.995963,2.035417
nlpkkt80,ompHLL,39,1.782857,1.794843
olafu,ompCSR,39,4.252338,3.998060
olafu,ompHLL,39,.402307,.404737
olm1000,ompCSR,39,.102892,.104526
olm1000,ompHLL,39,.128242,.137045
PR02R,ompCSR,39,2.324609,2.332767
PR02R,ompHLL,39,1.174227,1.156093
raefsky2,ompCSR,39,3.612187,4.023378
raefsky2,ompHLL,39,.477381,.480122
rdist2,ompCSR,39,.876650,.863682
rdist2,ompHLL,39,.167990,.168162
roadNet-PA,ompCSR,39,4.354448,4.567063
roadNet-PA,ompHLL,39,2.174085,2.208790
thermal1,ompCSR,39,4.589529,4.947679
thermal1,ompHLL,39,2.234035,2.176818
thermal2,ompCSR,39,3.333623,3.380407
thermal2,ompHLL,39,2.093287,2.086261
thermomech_TK,ompCSR,39,5.184171,5.574771
thermomech_TK,ompHLL,39,2.110279,2.393425
webbase-1M,ompCSR,39,2.181459,2.169460
webbase-1M,ompHLL,39,.092803,.091696
west2021,ompCSR,39,.143533,.143111
west2021,ompHLL,39,.115824,.136191
adder_dcop_32,ompCSR,40,.373060,.374356
adder_dcop_32,ompHLL,40,.005591,.005579
af_1_k101,ompCSR,40,2.331291,2.371249
af_1_k101,ompHLL,40,2.250205,2.235704
af23560,ompCSR,40,3.379572,3.285557
af23560,ompHLL,40,1.318270,1.328076
amazon0302,ompCSR,40,7.879594,8.063268
amazon0302,ompHLL,40,3.290597,3.382912
bcsstk17,ompCSR,40,3.591174,3.629416
bcsstk17,ompHLL,40,.169429,.168409
cage4,ompCSR,40,.004680,.004689
cage4,ompHLL,40,.004103,.003980
cant,ompCSR,40,2.813900,2.820653
cant,ompHLL,40,1.264604,1.267418
cavity10,ompCSR,40,1.243114,1.241353
cavity10,ompHLL,40,.209093,.226121
cop20k_A,ompCSR,40,4.354220,4.584931
cop20k_A,ompHLL,40,1.576278,1.555188
Cube_Coup_dt0,ompCSR,40,2.266317,2.239026
Cube_Coup_dt0,ompHLL,40,1.779190,1.813621
dc1,ompCSR,40,1.799759,1.846225
dc1,ompHLL,40,.005164,.005269
FEM_3D_thermal1,ompCSR,40,2.530507,2.464479
FEM_3D_thermal1,ompHLL,40,.864662,.890383
lung2,ompCSR,40,2.859458,2.926736
lung2,ompHLL,40,1.074969,1.220030
mac_econ_fwd500,ompCSR,40,3.604519,3.753621
mac_econ_fwd500,ompHLL,40,.350339,.355590
mcfe,ompCSR,40,.672172,.683739
mcfe,ompHLL,40,.230435,.232400
mhd4800a,ompCSR,40,1.258881,1.222952
mhd4800a,ompHLL,40,.285672,.294277
mhda416,ompCSR,40,.299174,.300823
mhda416,ompHLL,40,.187358,.182451
mhda416,ompCSR,40,.307015,.307228
mhda416,ompHLL,40,.173030,.193151
ML_Laplace,ompCSR,40,2.247085,2.220190
ML_Laplace,ompHLL,40,2.138908,2.059943
nlpkkt80,ompCSR,40,2.031915,2.015824
nlpkkt80,ompHLL,40,1.797939,1.793783
olafu,ompCSR,40,4.545619,4.559551
olafu,ompHLL,40,.341542,.350587
olm1000,ompCSR,40,.100389,.101086
olm1000,ompHLL,40,.126391,.125198
PR02R,ompCSR,40,2.408986,2.308992
PR02R,ompHLL,40,1.191986,1.192620
raefsky2,ompCSR,40,3.251056,3.751467
raefsky2,ompHLL,40,.512949,.518150
rdist2,ompCSR,40,.823839,.832428
rdist2,ompHLL,40,.126334,.136701
roadNet-PA,ompCSR,40,4.340744,4.623200
roadNet-PA,ompHLL,40,2.048703,2.093806
thermal1,ompCSR,40,4.184993,4.282941
thermal1,ompHLL,40,2.647287,2.872221
thermal2,ompCSR,40,3.207598,3.246457
thermal2,ompHLL,40,2.240696,2.389262
thermomech_TK,ompCSR,40,5.820236,5.635542
thermomech_TK,ompHLL,40,2.517890,2.383820
webbase-1M,ompCSR,40,2.347089,2.357914
webbase-1M,ompHLL,40,.087886,.088958
west2021,ompCSR,40,.155939,.156469
west2021,ompHLL,40,.151769,.151122
